# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/bit/project/yeast_stress/data/Saccharomyces_cerevisiae.R64-1-1.59.gtf" "-o" "/home/bit/project/yeast_stress/results/counts/gene_counts.txt" "/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam
YOR292C	XV	865653	866582	-	930	482	373	445	2007	1537	1475
tG(UCC)O	XV	110962	111033	-	72	0	0	0	0	0	2
YOR027W	XV	381053	382822	+	1770	5230	4042	4245	14193	15805	21390
tT(AGU)O2	XV	354041	354113	-	73	0	0	0	0	1	0
YOR142W-B	XV	595112	600380	+	5269	66	49	48	63	61	49
YOR192C-A	XV	708416	709732	-	1317	0	0	0	0	0	0
YOL103W-B	XV	118000	123268	+	5269	142	92	129	97	103	76
YOR142W-A	XV	595112	596434	+	1323	0	0	0	0	0	0
YOR192C-B	XV	704419	709732	-	5314	114	66	90	86	98	83
YOR343W-B	XV	970578	975891	+	5314	204	163	164	93	125	99
YOR343W-A	XV	970578	971894	+	1317	0	0	0	0	0	0
YOL103W-A	XV	118000	119322	+	1323	0	0	0	0	0	0
YGL087C	VII;VII	346406;346894	346808;346904	-;-	414	338	314	328	1236	981	784
YGL156W	VII	210416	213667	+	3252	310	318	349	1074	1253	962
YGL015C	VII	465043	465435	-	393	7	15	9	6	10	5
RME2	VII	141898	144120	-	2223	7	10	16	9	26	20
YGR251W	VII	995639	996229	+	591	449	297	293	110	119	116
YGR162W	VII	824059	826917	+	2859	10458	7225	8551	1435	1143	827
tK(UUU)G2	VII;VII	700953;701012	700988;701048	-;-	73	0	1	1	0	1	2
YGR005C	VII	504657	505859	-	1203	876	616	629	1143	1626	1730
YGL160W	VII	200561	202273	+	1713	1006	1003	1167	1865	1580	1247
snR46	VII	545370	545566	+	197	84	77	60	68	68	46
tD(GUC)G1	VII	531610	531681	+	72	3	1	2	1	3	1
YGL211W	VII	92512	93591	+	1080	1156	980	1116	700	587	509
YGR141W	VII	770569	771972	+	1404	682	496	667	2094	1438	1265
YGL239C	VII	49431	49745	-	315	10	10	7	27	48	35
YGL097W	VII	321782	323230	+	1449	1990	2188	2220	801	1115	1010
YGR030C	VII	545681	546157	-	477	219	172	155	45	63	52
YGR224W	VII	942806	944647	+	1842	338	334	383	1186	996	845
YGR142W	VII	772454	773686	+	1233	342	558	307	482	3257	8803
YGR186W	VII	867774	869981	+	2208	1894	1377	1358	2928	2602	2370
YGR181W	VII	858287	858604	+	318	480	400	447	678	563	432
YGL081W	VII	357377	358339	+	963	48	42	46	106	82	63
YGR082W	VII	644044	644595	+	552	1879	1816	1895	1911	1241	894
YGL028C	VII	441281	442909	-	1629	4427	5807	5603	1367	1874	1558
YGL021W	VII	454785	457067	+	2283	1188	1363	1391	334	429	356
YGL110C	VII	301537	303411	-	1875	642	596	525	375	1030	1098
YGR167W	VII	832456	833157	+	702	1660	1221	1352	4387	3807	3533
YGL017W	VII	459854	461365	+	1512	449	429	447	614	554	524
tA(UGC)G	VII	794417	794489	+	73	0	0	0	0	0	0
YGR156W	VII	800546	801823	+	1278	444	385	363	725	489	463
YGR291C	VII	1076283	1076504	-	222	0	0	1	1	0	0
YGR197C	VII	892497	894140	-	1644	377	315	374	1189	1292	1519
YGR041W	VII	577487	579130	+	1644	1107	1070	1147	1268	975	779
YGL079W	VII	359444	360100	+	657	426	383	383	575	644	573
YGL107C	VII	304333	306273	-	1941	671	575	551	886	719	676
YGL168W	VII	187464	187796	+	333	223	174	193	173	159	124
YGL228W	VII	67598	69331	+	1734	1961	1674	1848	2783	2550	2628
YGR183C	VII;VII	859063;859474	859260;859476	-;-	201	321	334	352	223	348	328
YGL050W	VII	405776	406597	+	822	687	489	502	361	333	300
YGR273C	VII	1038715	1039239	-	525	3	2	4	4	1	1
YGR086C	VII	649598	650617	-	1020	5333	5204	6116	12013	8350	7365
YGR228W	VII	949365	949709	+	345	2	9	9	1	2	2
YGL145W	VII	230243	232348	+	2106	568	625	494	138	467	442
YGR098C	VII	682566	687458	-	4893	1028	880	1084	676	528	476
YGR074W	VII	635712	636152	+	441	177	145	179	239	209	179
YGL098W	VII	317342	318079	+	738	287	252	240	648	757	798
snR7-S	VII	939494	939672	-	179	0	0	0	0	0	0
YGL096W	VII	325331	326161	+	831	128	107	140	269	282	290
YGR240C-A	VII	974577	974777	-	201	103	73	67	26	61	75
YGR172C	VII	842845	843591	-	747	2146	1717	2132	2399	1660	1435
YGR194C	VII	886073	887875	-	1803	276	228	253	3106	2325	2384
YGL026C	VII	446412	448535	-	2124	8566	7624	9211	21879	17857	14926
YGL213C	VII	90054	91247	-	1194	745	671	681	1369	1040	934
YGL248W	VII	35653	36762	+	1110	394	369	451	1437	1381	1313
YGL075C	VII	366925	368088	-	1164	249	202	192	256	205	163
YGL256W	VII	15159	16307	+	1149	1933	2112	2025	1351	1902	1508
YGL012W	VII	472855	474276	+	1422	13353	11198	13553	14031	7624	5212
YGL082W	VII	355827	356972	+	1146	954	763	796	2256	1945	1939
YGR161C	VII	808629	809420	-	792	181	258	185	518	751	1263
tW(CCA)G1	VII;VII	287350;287420	287385;287455	-;-	72	0	1	0	0	0	0
YGR274C	VII	1039895	1043095	-	3201	760	656	649	342	1137	1050
YGR031C-A	VII	546809	547300	-	492	0	0	0	0	0	0
YGL037C	VII	427297	427947	-	651	513	605	496	29373	20895	20059
YGL252C	VII	25718	27484	-	1767	1372	1291	1213	4316	5956	5778
YGL250W	VII	31910	32635	+	726	151	139	166	779	454	461
YGR260W	VII	1012485	1014089	+	1605	5653	4356	5402	2333	1470	1321
YGR159C	VII	806412	807656	-	1245	8473	6645	7346	229	234	108
YGR006W	VII	506070	506825	+	756	148	123	115	331	306	259
YGL121C	VII	280777	281157	-	381	37	61	55	818	456	375
YGL040C	VII	419527	420555	-	1029	2368	2086	2225	3145	2052	1652
YGR130C	VII	751394	753844	-	2451	1184	983	1029	1952	4605	4951
YGR021W	VII	527632	528504	+	873	199	172	97	269	273	286
YGR097W	VII	678695	682135	+	3441	1648	1340	1593	3582	2446	2238
YGL170C	VII	184153	185394	-	1242	75	50	70	10	21	21
YGL166W	VII	191129	191806	+	678	92	85	71	219	189	182
YGL104C	VII	308713	310173	-	1461	208	231	242	2311	1611	1254
YGR149W	VII	789031	790329	+	1299	580	501	555	2398	1788	1490
YGR195W	VII	888882	889622	+	741	871	864	705	748	787	726
tG(GCC)G2	VII	930953	931023	-	71	0	1	0	3	0	0
YGR250C	VII	991176	993521	-	2346	643	516	495	2673	2835	4259
YGL155W	VII	214081	215211	+	1131	948	824	881	728	829	784
YGL216W	VII	84885	87302	+	2418	636	565	615	671	520	455
YGR029W	VII;VII	543553;543722	543638;544205	+;+	570	622	430	419	999	830	835
YGL125W	VII	272520	274322	+	1803	614	648	683	988	1184	1147
YGR038W	VII	560682	561350	+	669	1189	1040	1298	1818	1268	912
YGR008C	VII	508110	508364	-	255	174	159	144	8195	8145	8266
YGR248W	VII	985972	986739	+	768	22	27	15	2547	1378	1416
YGL094C	VII	331118	334465	-	3348	1912	1879	2007	2408	2103	1820
YGR131W	VII	754726	755250	+	525	65	61	73	127	104	62
YGR163W	VII	827552	828577	+	1026	515	627	496	1214	1274	1248
YGR125W	VII	742325	745435	+	3111	1591	1331	1624	1480	1298	1114
YGR279C	VII	1048798	1049958	-	1161	19883	17318	22101	11701	9020	9357
YGL022W	VII	452404	454560	+	2157	9413	8198	10111	11126	9294	7217
tD(GUC)G2	VII	544577	544648	-	72	2	2	0	2	4	0
YGR271W	VII	1031791	1037694	+	5904	1512	1179	1173	1832	1367	1053
YGL025C	VII	448764	449957	-	1194	305	245	281	548	446	392
YGL176C	VII	171415	173079	-	1665	485	437	416	365	310	276
YGR031W	VII	546441	547469	+	1029	260	278	293	302	165	148
YGL102C	VII	311505	311933	-	429	140	114	98	18	27	30
YGR182C	VII	858551	858904	-	354	254	211	243	246	292	218
YGR025W	VII	532639	532941	+	303	127	136	141	148	126	119
YGL113W	VII	295932	297938	+	2007	499	336	371	311	258	244
YGR188C	VII	872044	875109	-	3066	360	298	279	174	146	152
YGL162W	VII	198138	199037	+	900	250	236	259	45	90	97
YGL084C	VII	350616	352298	-	1683	1541	1577	1706	2998	3299	2481
snR10	VII	345986	346230	+	245	11	8	6	16	30	25
YGL196W	VII	129883	131169	+	1287	846	748	806	2708	1727	1570
RME3	VII	33109	35013	-	1905	0	0	0	0	0	0
YGR230W	VII	951894	952307	+	414	86	72	75	131	76	65
YGR084C	VII	647123	648142	-	1020	338	352	281	432	481	397
YGL222C	VII	80659	81186	-	528	153	158	203	309	335	364
YGR166W	VII	830515	832197	+	1683	535	485	464	617	519	483
YGR122C-A	VII	735630	735758	-	129	11	7	14	18	25	24
YGR152C	VII	794674	795492	-	819	425	362	333	146	327	389
YGL210W	VII	93792	94460	+	669	467	362	376	593	493	374
YGR265W	VII	1021648	1022058	+	411	15	21	26	17	18	9
YGR157W	VII	802440	805049	+	2610	7764	6499	8126	6268	6460	6306
YGL240W	VII	48613	49365	+	753	133	132	116	327	344	343
YGR085C	VII	648383	648907	-	525	5737	4903	4722	481	800	1194
YGR237C	VII	963298	965655	-	2358	450	374	371	1776	1595	1712
YGL146C	VII	228751	229686	-	936	83	50	56	307	162	136
YGL153W	VII	216273	217298	+	1026	114	92	82	272	251	295
YGR075C	VII	636147	636875	-	729	307	323	318	447	400	352
tT(UGU)G2	VII	1004216	1004287	+	72	0	1	0	0	0	0
YGL169W	VII	186059	187339	+	1281	1432	1348	1317	304	362	230
YGR187C	VII	870232	871416	-	1185	1436	1429	1068	116	182	168
YGL167C	VII	187616	190468	-	2853	4177	3588	4182	4890	4166	3405
YGR050C	VII	592086	592442	-	357	103	100	105	187	199	176
YGR035W-A	VII	557565	557786	+	222	140	121	138	146	147	88
YGR217W	VII	924696	930815	+	6120	1203	1083	1214	393	390	294
YGR068C	VII	625324	627084	-	1761	377	319	305	329	252	142
YGR296W	VII;VII	1084864;1085031	1084882;1090591	+;+	5580	9	3	7	8	3	4
YGR177C	VII	848829	850436	-	1608	1179	943	1092	140	91	55
YGL068W	VII	375087	375671	+	585	370	311	268	552	329	262
tN(GUU)G	VII	731137	731210	+	74	0	0	0	0	0	2
YGL018C	VII	459110	459664	-	555	155	161	154	191	224	238
YGL188C	VII	149343	149516	-	174	55	72	38	78	54	61
YGR126W	VII	745835	746527	+	693	98	76	73	128	110	123
YGL065C	VII	379760	381271	-	1512	761	809	855	1076	1060	1013
YGL014W	VII	466141	468807	+	2667	3160	2925	3613	1628	1540	1316
YGL100W	VII	313234	314283	+	1050	1595	1477	1559	1855	1602	1437
YGR288W	VII	1070293	1071714	+	1422	233	228	206	627	444	427
YGL174W	VII	174545	175345	+	801	215	149	163	259	295	355
YGR211W	VII	915241	916701	+	1461	3728	3206	3277	2752	5090	10101
YGL204C	VII	111700	112005	-	306	225	150	185	308	176	124
YGR270W	VII	1027370	1031509	+	4140	2004	1580	1511	1991	2966	2741
YGR204W	VII	905934	908774	+	2841	8300	8619	9580	5777	5918	5416
YGR266W	VII	1022656	1024761	+	2106	948	746	868	3558	2145	1794
YGL070C	VII	374459	374827	-	369	650	678	582	362	451	422
YGL225W	VII	76894	77907	+	1014	9441	8969	10613	2569	3019	2548
YGL120C	VII	281634	283937	-	2304	3841	4028	3891	148	370	434
tE(UUC)G1	VII	328583	328654	+	72	6	8	10	1	4	3
YGR252W	VII	996869	998188	+	1320	1021	683	653	1410	1020	949
YGL106W	VII	306560	307009	+	450	1950	1683	1719	2642	2234	2120
YGR284C	VII	1060658	1061590	-	933	4714	3572	4559	8366	6931	6332
YGR032W	VII	548264	553951	+	5688	2556	2240	2596	3328	2394	1930
YGR174C	VII	845893	846405	-	513	195	143	130	414	335	323
YGR208W	VII	911883	912812	+	930	1824	1653	1878	935	1013	1017
YGL016W	VII	461666	464911	+	3246	2111	1963	2171	736	543	407
YGR255C	VII	1002523	1003962	-	1440	895	941	1037	2208	1838	1562
YGR146C-A	VII	785276	785437	-	162	30	12	21	21	24	23
YGL194C	VII	140368	141726	-	1359	326	332	408	401	478	550
YGL138C	VII	248494	249531	-	1038	1	1	4	1	1	3
YGR091W	VII	666341	667825	+	1485	404	328	271	462	321	315
YGR200C	VII	899904	902270	-	2367	4052	3546	3789	582	558	528
YGR191W	VII	880420	882231	+	1812	5456	4892	5388	3555	3299	2527
YGR270C-A	VII	1027382	1027600	-	219	0	0	0	0	0	0
YGL227W	VII	69671	72547	+	2877	442	363	394	2577	2537	2488
YGR081C	VII	643148	643780	-	633	720	567	483	66	87	131
YGL243W	VII	43307	44509	+	1203	497	349	409	297	330	343
YGL194C-A	VII	139719	139961	-	243	117	127	130	137	145	124
YGR148C	VII	787312	787779	-	468	12511	10142	9506	862	1726	2463
YGL136C	VII	252897	253859	-	963	460	395	377	761	849	847
YGR276C	VII	1043819	1045480	-	1662	1002	755	687	1023	810	807
YGL129C	VII	267723	269075	-	1353	675	557	504	1709	1212	1165
tR(UCU)G2	VII	828723	828794	-	72	0	0	0	0	0	0
YGR053C	VII	594986	595837	-	852	21	22	15	20	140	157
YGR069W	VII	627083	627418	+	336	4	5	2	5	12	12
YGL224C	VII	78015	78857	-	843	783	655	694	1251	1125	905
YGL193C	VII	141916	142227	-	312	0	0	0	0	0	0
YGL020C	VII	457163	457870	-	708	1416	1305	1503	1137	1211	1140
YGL177W	VII	167559	167906	+	348	21	29	17	21	25	18
YGL189C	VII	148229	148588	-	360	17758	13524	13508	5641	7124	10911
YGR122W	VII	733935	735143	+	1209	423	400	359	626	596	470
YGL003C	VII	492474	494174	-	1701	671	572	664	1430	1283	1160
YGR210C	VII	913503	914738	-	1236	2841	2008	2407	1446	1439	1783
tG(GCC)G1	VII	845649	845719	+	71	2	1	3	0	1	0
YGR079W	VII	640720	641832	+	1113	1096	953	1007	292	181	75
YGL115W	VII	292033	293001	+	969	1591	1450	1591	3480	2472	2286
YGL105W	VII	307437	308567	+	1131	8338	7260	8064	6331	5516	5841
YGR026W	VII	532985	533821	+	837	2938	2670	3081	4730	4230	3673
YGR087C	VII	651290	652981	-	1692	17	6	8	93	90	58
YGR278W	VII	1046731	1048464	+	1734	256	283	250	329	517	556
YGR042W	VII	579476	580291	+	816	368	318	281	357	514	509
YGR043C	VII	580435	581436	-	1002	60	42	58	1679	1128	1202
YGL165C	VII	191398	191976	-	579	22	17	17	36	41	60
YGR110W	VII	713709	715046	+	1338	206	269	233	254	297	332
YGR089W	VII	656960	659770	+	2811	1778	1686	1918	937	1320	1029
YGL158W	VII	207033	208571	+	1539	43	41	45	30	30	31
YGR262C	VII	1016974	1017759	-	786	945	850	945	1038	842	795
YGL200C	VII	122694	123305	-	612	6514	5628	7053	7969	6548	5540
YGL117W	VII	288512	289309	+	798	180	118	139	770	1132	1557
YGL186C	VII	151037	152776	-	1740	2368	2226	2516	2548	1853	1502
YGR010W	VII	511545	512732	+	1188	388	354	385	3495	2863	2390
YGR198W	VII	894693	897146	+	2454	1417	1382	1369	1550	2008	2023
YGR137W	VII	762888	763262	+	375	187	172	138	548	439	415
YGL058W	VII	393986	394504	+	519	654	651	589	796	1251	1401
YGL226W	VII	73340	73711	+	372	131	120	74	303	293	213
YGL055W	VII	398628	400160	+	1533	12610	13471	12540	2793	3699	3387
YGL184C	VII	154615	156012	-	1398	78	77	62	160	111	107
YGL024W	VII	449788	450123	+	336	7	3	3	6	4	3
tV(AAC)G3	VII	73829	73902	-	74	2	2	3	4	2	2
YGL151W	VII	217524	220922	+	3399	925	1108	987	694	1873	1674
YGR101W	VII	693363	694403	+	1041	640	652	615	2133	1617	1145
YGL230C	VII	63772	64215	-	444	29	27	23	49	49	29
YGR103W	VII	695417	697234	+	1818	5968	5803	5740	91	454	891
YGR096W	VII	676621	677565	+	945	356	311	323	797	549	421
YGR112W	VII	717358	718527	+	1170	160	189	142	979	811	808
tI(AAU)G	VII	739122	739195	+	74	0	2	0	2	1	1
YGL013C	VII	469092	472298	-	3207	1177	1098	997	972	1398	1135
YGL076C	VII;VII;VII	364335;365433;365986	364964;365526;365996	-;-;-	735	18561	15045	17454	1680	2655	3601
YGR067C	VII	622372	624786	-	2415	93	62	88	133	163	130
YGR094W	VII	672186	675500	+	3315	15743	14621	16294	4251	5611	5305
YGL226C-A	VII;VII	72749;73138	72988;73158	-;-	261	1318	1291	1236	867	1108	882
YGR045C	VII	583934	584296	-	363	14	10	14	56	47	33
YGR175C	VII	846933	848423	-	1491	12152	11435	11942	2414	2313	1899
YGL008C	VII	479910	482666	-	2757	202234	179705	213756	36454	41790	46996
YGR115C	VII	720372	721151	-	780	0	0	0	0	0	0
YGR108W	VII	703636	705051	+	1416	897	870	885	364	321	284
YGR218W	VII	932541	935795	+	3255	4027	3538	4020	4533	3737	3402
YGR205W	VII	909213	910085	+	873	227	244	242	519	457	458
YGL073W	VII	368753	371254	+	2502	729	666	694	1684	1594	1391
YGL009C	VII	476313	478652	-	2340	18442	20013	21231	3128	6156	8286
YGL095C	VII	328874	330607	-	1734	765	703	616	1755	1495	1481
YGL137W	VII;VII	249869;250087	249886;252738	+;+	2670	5985	5411	6141	8284	6822	6097
YGL214W	VII	90010	90495	+	486	6	8	13	17	14	11
YGR105W	VII	698599	698832	+	234	816	700	617	318	722	600
YGR001C	VII;VII;VII	497133;497459;498000	497365;497937;498034	-;-;-	747	1074	965	1018	1101	1026	1076
tK(UUU)G1	VII;VII	115488;115548	115524;115583	+;+	73	1	0	0	0	1	1
YGL217C	VII	84839	85180	-	342	6	4	7	3	4	3
YGL173C	VII	175527	180113	-	4587	7503	6484	7980	9150	6736	5057
YGL086W	VII	347119	349368	+	2250	515	599	507	79	762	812
YGR223C	VII	940869	942215	-	1347	483	420	398	2120	2254	2171
tS(AGA)G	VII	561662	561743	-	82	0	0	0	0	1	0
YGR077C	VII	637744	639513	-	1770	875	980	838	1493	1432	1286
YGL052W	VII	403437	403742	+	306	70	66	56	111	60	54
YGR285C	VII	1061852	1063153	-	1302	13711	11430	13758	6424	5889	7408
YGL080W	VII	358636	359028	+	393	617	525	508	676	751	729
YGL207W	VII	98969	102076	+	3108	4230	4220	4201	6830	5550	4485
YGR261C	VII	1014321	1016750	-	2430	2062	1824	1817	4058	2871	2580
YGR226C	VII	946792	947001	-	210	0	0	0	0	0	0
YGL140C	VII	241353	245012	-	3660	3352	2860	3526	4300	3111	2482
YGL078C	VII	360288	361859	-	1572	2993	2596	2479	138	164	101
YGL199C	VII	123572	124042	-	471	0	0	0	0	0	0
YGR164W	VII	828625	828960	+	336	39	26	35	22	16	14
YGR150C	VII	790459	793053	-	2595	552	492	422	318	525	512
YGL006W-A	VII	485423	485533	+	111	6	5	6	8	24	13
YGR196C	VII	889733	892186	-	2454	657	498	448	711	946	918
YGL197W	VII	124698	129161	+	4464	1400	1140	1419	2501	1493	1364
YGR136W	VII	762428	763153	+	726	563	617	497	1795	1669	1598
YGR153W	VII	796092	796745	+	654	137	127	91	245	187	175
YGL159W	VII	202721	203833	+	1113	489	450	487	800	797	729
YGR286C	VII	1063813	1064940	-	1128	1123	943	1051	150	135	148
YGL254W	VII	22304	23203	+	900	252	288	282	697	581	492
tH(GUG)G1	VII	110625	110696	-	72	0	3	1	1	1	0
YGR023W	VII	529264	530919	+	1656	136	140	162	418	662	631
snR48	VII	609584	609696	+	113	8	8	8	10	0	1
YGL063W	VII	383654	384766	+	1113	349	293	250	243	149	120
YGL154C	VII	215278	216096	-	819	355	320	380	1037	717	615
YGL035C	VII	431548	433062	-	1515	474	647	517	464	650	491
YGR009C	VII	509047	511002	-	1956	902	801	752	1486	2880	3029
YGR034W	VII;VII	555812;556308	555830;556672	+;+	384	23099	19794	23037	1567	2607	3858
YGL064C	VII	381523	383208	-	1686	310	294	265	278	290	218
YGR118W	VII;VII	726974;727358	727038;727730	+;+	438	18994	15551	16124	3159	4647	7076
YGR277C	VII	1045644	1046561	-	918	791	639	681	1286	891	819
YGR232W	VII	953960	954646	+	687	558	567	581	1378	1375	1171
YGR227W	VII	947420	948997	+	1578	1269	1240	1482	1438	1112	802
YGL142C	VII	236269	238119	-	1851	1240	1196	1324	1790	1446	1095
YGL143C	VII	234717	235958	-	1242	379	346	323	874	675	592
YGR222W	VII	939923	940804	+	882	458	326	302	741	447	423
YGL045W	VII	414102	415730	+	1629	197	213	169	689	735	662
YGL253W	VII	23935	25395	+	1461	31762	29801	32094	15863	14823	14801
YGR257C	VII	1006205	1007305	-	1101	747	687	705	1276	1252	1111
YGL131C	VII	261648	265859	-	4212	654	525	628	900	767	703
YGR064W	VII	617621	617989	+	369	7	8	10	6	3	9
YGR263C	VII	1017967	1019241	-	1275	364	365	407	579	443	328
YGL049C	VII	406860	409604	-	2745	1286	1062	969	1455	1361	1558
YGR296C-B	VII	1089746	1090228	-	483	0	0	0	0	0	0
YGL202W	VII	116059	117561	+	1503	9623	9619	10540	20357	17263	14529
YGL258W-A	VII	9162	9395	+	234	19	10	11	177	104	74
YGR133W	VII	756896	757447	+	552	376	305	317	718	555	554
YGR109C	VII	705359	706501	-	1143	165	132	114	62	67	47
YGR037C	VII	559731	559994	-	264	3360	2833	3091	4011	2901	2509
YGL077C	VII	362225	363916	-	1692	4301	3931	4825	1161	1071	843
YGR111W	VII	715828	717030	+	1203	712	601	602	2528	1842	1937
YGR016W	VII	522261	522833	+	573	102	78	74	264	192	231
YGR245C	VII	979765	982068	-	2304	4409	3773	4042	200	335	465
YGR287C	VII	1067222	1068991	-	1770	160	155	131	616	349	286
YGL244W	VII	41498	43174	+	1677	1442	1134	1036	666	1678	1982
YGL057C	VII	394966	395829	-	864	213	179	177	276	280	253
YGL187C	VII	149704	150171	-	468	613	629	648	843	975	867
YGR180C	VII	855264	856301	-	1038	9306	9369	10470	14555	13982	12859
YGR116W	VII	720409	724764	+	4356	3801	2754	2791	3040	2531	2117
YGL181W	VII	157906	159096	+	1191	672	637	626	4307	2958	2675
YGR202C	VII	903474	904748	-	1275	613	477	489	743	669	740
YGL127C	VII	270392	270775	-	384	249	237	223	363	299	219
YGR203W	VII	905237	905683	+	447	369	292	319	335	210	186
YGL150C	VII	221104	225573	-	4470	2724	2105	2424	3878	3471	3604
YGR134W	VII	757770	761138	+	3369	987	816	941	1694	1508	1439
YGR095C	VII	675671	676342	-	672	953	715	703	536	466	501
YGR214W	VII;VII	920575;921120	920664;921788	+;+	759	32951	31317	33899	2098	4454	6666
YGR269W	VII	1026636	1026962	+	327	38	33	34	36	49	23
YGR176W	VII	848720	849067	+	348	62	51	55	13	6	7
YGL263W	VII	2790	3932	+	1143	336	186	216	321	136	97
YGR057C	VII	604773	605501	-	729	466	392	354	329	407	338
YGL074C	VII	368596	368922	-	327	6	9	8	21	16	13
YGR007W	VII	506969	507940	+	972	1248	1005	1104	1440	1268	1174
YGR241C	VII	974875	976581	-	1707	827	666	754	1561	1190	1086
YGR127W	VII	746798	747736	+	939	184	164	160	694	563	522
YGL219C	VII	82878	84257	-	1380	314	289	305	550	831	952
YGL061C	VII	388968	389711	-	744	246	231	209	184	324	332
YGR083C	VII	644860	646815	-	1956	1876	1785	1617	443	716	708
YGL038C	VII	425362	426804	-	1443	1234	1212	1317	5311	4345	3899
YGL047W	VII	411552	412160	+	609	221	204	183	2014	1349	1338
YGR244C	VII	978036	979319	-	1284	1072	773	831	2275	1309	1181
YGR289C	VII	1073963	1075813	-	1851	149	138	117	503	338	288
YGL089C	VII	344791	345153	-	363	77	59	69	192	241	153
YGL180W	VII	160065	162758	+	2694	254	184	204	872	706	736
YGR146C	VII	784223	784858	-	636	1002	1049	958	684	616	489
YGL149W	VII	225572	225877	+	306	28	31	23	32	37	32
YGL242C	VII	44652	45197	-	546	737	585	600	1592	1525	1465
YGR106C	VII	698989	699786	-	798	7761	6786	7672	7924	6617	6247
YGR004W	VII	502938	504326	+	1389	555	606	601	364	391	312
YGR209C	VII	912913	913227	-	315	4128	4380	4658	96754	87453	71853
YGR052W	VII	593596	594705	+	1110	33	55	30	89	143	180
YGR158C	VII	805269	806021	-	753	676	685	609	115	179	129
YGR003W	VII	500132	502366	+	2235	735	614	568	735	494	446
YGR219W	VII	936035	936376	+	342	7	3	1	8	5	6
YGL247W	VII	36933	37526	+	594	270	191	237	226	164	174
YGR170W	VII	837142	840558	+	3417	1231	909	935	1582	1295	1175
YGR246C	VII	982482	984272	-	1791	771	653	658	580	917	740
YGL183C	VII;VII	156543;157283	157199;157285	-;-	660	11	6	9	8	6	5
YGR160W	VII	807073	807684	+	612	13	14	12	1	0	1
YGR204C-A	VII	909061	909174	-	114	14	14	18	45	30	30
YGR039W	VII	574888	575199	+	312	55	57	40	73	81	73
YGL059W	VII	392223	393698	+	1476	160	152	115	673	888	1179
YGL123W	VII	277617	278381	+	765	57577	46966	56603	7110	9079	12860
YGL099W	VII	314631	316553	+	1923	1991	1635	1584	271	322	282
YGR102C	VII	694584	695135	-	552	336	235	245	259	204	252
YGL233W	VII	59122	61854	+	2733	885	791	774	1497	1492	1466
YGL072C	VII	371003	371362	-	360	0	2	4	1	1	2
YGL056C	VII	396035	397618	-	1584	1153	1283	1222	693	606	483
YGR104C	VII	697445	698368	-	924	343	281	266	636	559	493
YGR240C	VII	970771	973734	-	2964	29777	24953	26150	26689	24899	20912
YGR243W	VII	977336	977776	+	441	19	13	21	54	46	37
YGR275W	VII	1043276	1043749	+	474	478	367	321	457	528	536
YGL088W	VII	345836	346201	+	366	1	0	0	1	0	0
YGR020C	VII	526973	527329	-	357	2385	2048	1861	2941	2576	2638
YGR100W	VII	690245	693097	+	2853	1079	889	943	3729	2525	2438
YGR231C	VII	952548	953480	-	933	1408	1225	1224	3331	3653	3110
YGR215W	VII	922175	922507	+	333	232	215	183	260	349	363
YGR018C	VII	524365	524694	-	330	28	16	21	26	32	24
YGL152C	VII	216692	217369	-	678	0	0	2	0	3	1
YGL212W	VII	91432	92382	+	951	157	162	171	300	271	271
YGL066W	VII	377609	379582	+	1974	526	448	414	774	854	858
YGL060W	VII	390065	391990	+	1926	654	555	597	1411	981	914
YGL185C	VII	153167	154306	-	1140	322	269	262	939	727	706
YGR145W	VII	781767	783890	+	2124	2655	2395	1995	72	301	471
YGL011C	VII	474489	475247	-	759	2343	2004	1985	6722	5904	5476
YGR147C	VII	786054	786920	-	867	1008	809	995	1321	884	714
YGR036C	VII	558149	558868	-	720	467	482	487	776	667	521
YGL122C	VII	278946	280523	-	1578	1572	1420	1429	1252	1329	1404
YGL261C	VII	6290	6652	-	363	0	0	1	2	5	5
YGL041C	VII	419022	419225	-	204	0	0	0	0	0	0
YGR099W	VII	687899	689965	+	2067	727	647	742	792	709	654
YGR046W	VII	584895	586052	+	1158	483	456	454	516	584	572
YGL188C-A	VII	148824	148964	-	141	21	23	9	0	7	11
YGR216C	VII	922633	924462	-	1830	1492	1122	1417	1143	906	691
tG(UCC)G	VII	779616	779687	+	72	0	0	0	0	0	0
YGR047C	VII	586392	589469	-	3078	566	569	487	559	602	545
